FIPS,FIPSTEXT,y17_M001_valueText,y17_M001_classRange,y17_M001_valueNumeric,y17_M002_valueText,y17_M002_classRange,y17_M002_valueNumeric,y17_M003_valueText,y17_M003_classRange,y17_M003_valueNumeric,y17_M004_valueText,y17_M004_classRange,y17_M004_valueNumeric,y17_M005_valueText,y17_M005_classRange,y17_M005_valueNumeric,y17_M006_valueText,y17_M006_classRange,y17_M006_valueNumeric,y17_M007_valueText,y17_M007_classRange,y17_M007_valueNumeric,y17_M008_valueText,y17_M008_classRange,y17_M008_valueNumeric,y17_M009_valueText,y17_M009_classRange,y17_M009_valueNumeric,y17_M010_valueText,y17_M010_classRange,y17_M010_valueNumeric,y17_M058_valueText,y17_M058_classRange,y17_M058_valueNumeric,y17_M059_valueText,y17_M059_classRange,y17_M059_valueNumeric,y17_M060_valueText,y17_M060_classRange,y17_M060_valueNumeric,y17_M061_valueText,y17_M061_classRange,y17_M061_valueNumeric,y17_M062_valueText,y17_M062_classRange,y17_M062_valueNumeric,y17_M063_valueText,y17_M063_classRange,y17_M063_valueNumeric,y17_M064_valueText,y17_M064_classRange,y17_M064_valueNumeric,y17_M065_valueText,y17_M065_classRange,y17_M065_valueNumeric,y17_M066_valueText,y17_M066_classRange,y17_M066_valueNumeric,y17_M067_valueText,y17_M067_classRange,y17_M067_valueNumeric,y17_M068_valueText,y17_M068_classRange,y17_M068_valueNumeric,y17_M069_valueText,y17_M069_classRange,y17_M069_valueNumeric,y17_M070_valueText,y17_M070_classRange,y17_M070_valueNumeric,y17_M071_valueText,y17_M071_classRange,y17_M071_valueNumeric,y17_M076_valueText,y17_M076_classRange,y17_M076_valueNumeric,y17_M077_valueText,y17_M077_classRange,y17_M077_valueNumeric,y17_M078_valueText,y17_M078_classRange,y17_M078_valueNumeric,y17_M079_valueText,y17_M079_classRange,y17_M079_valueNumeric,y17_M080_valueText,y17_M080_classRange,y17_M080_valueNumeric,y17_M081_valueText,y17_M081_classRange,y17_M081_valueNumeric,y17_M082_valueText,y17_M082_classRange,y17_M082_valueNumeric,y17_M083_valueText,y17_M083_classRange,y17_M083_valueNumeric,y17_M091_valueText,y17_M091_classRange,y17_M091_valueNumeric,y17_M092_valueText,y17_M092_classRange,y17_M092_valueNumeric,y17_M093_valueText,y17_M093_classRange,y17_M093_valueNumeric,y17_M201_valueText,y17_M201_classRange,y17_M201_valueNumeric
21027,21027,1357,"1,000 or more",1357.00,0.13,Negligible Change,0.13,203,180 - 499,203.00,0.31,Negligible Change,0.31,0.18,Negligible Change,0.18,-0.24,Negligible Change,-0.24,-0.04,Sparse Data,-0.04,0.59,Negligible Change,0.59,-0.79,Sparse Data,-0.79,2.13,Sparse Data,2.13,0.23,Sparse Data,0.23,75.8,70 - 89,75.80,2.43,Sparse Data,2.43,0.02,Less than 1,0.02,0.33,Sparse Data,0.33,34.93,30 - 49,34.93,46.09,40 - 59,46.09,0.32,Sparse Data,0.32,37.23,20 - 39,37.23,0.06,Less than 5,0.06,27.98,15 - 29,27.98,0.00,Less than 1,0.00,2.14,1 - 2,2.14,22.86,20 - 34,22.86,82.42,80 or more,82.42,61.82,50 - 64,61.82,5.59,5 - 14,5.59,30.64,30 - 39,30.64,4.78,1 - 4,4.78,58.62,50 - 64,58.62,0.34,Less than 5,0.34,13.44,10 - 24,13.44,92.56,90 - 94,92.56,5.53,5 - 9,5.53,1.47,Less than 2,1.47,68.75,65 - 74,68.75
21029,21029,486,250 - 499,486.00,-0.01,Sparse Data,-0.01,91,50 - 179,91.00,0.24,Negligible Change,0.24,-0.14,Sparse Data,-0.14,-0.17,Sparse Data,-0.17,-0.47,Sparse Data,-0.47,-0.55,Sparse Data,-0.55,0.87,Sparse Data,0.87,0.00,Sparse Data,0.00,-0.16,Sparse Data,-0.16,23.4,10 - 29,23.40,(D),Sparse Data,,(D),Less than 1,,-0.18,Sparse Data,-0.18,10.17,5 - 14,10.17,43.51,40 - 59,43.51,0.08,Sparse Data,0.08,37.87,20 - 39,37.87,(D),Less than 5,,35.16,30 - 49,35.16,0.00,Less than 1,0.00,0.06,Less than 1,0.06,16.65,5 - 19,16.65,60.99,60 - 69,60.99,44.80,35 - 49,44.80,6.15,5 - 14,6.15,3.64,Less than 10,3.64,0.00,Less than 1,0.00,44.79,30 - 49,44.79,0.04,Less than 5,0.04,0.35,Less than 5,0.35,91.15,90 - 94,91.15,6.38,5 - 9,6.38,1.23,Less than 2,1.23,78.81,75 - 84,78.81
21031,21031,642,500 - 749,642.00,-0.28,Negligible Change,-0.28,229,180 - 499,229.00,0.06,Sparse Data,0.06,0.28,Sparse Data,0.28,-0.62,Negligible Change,-0.62,-0.37,Sparse Data,-0.37,0.17,Sparse Data,0.17,0.00,Sparse Data,0.00,0.83,Sparse Data,0.83,-0.16,Sparse Data,-0.16,53.8,50 - 69,53.80,0.33,Sparse Data,0.33,0.13,Less than 1,0.13,0.71,Negligible Change,0.71,27.73,15 - 29,27.73,51.52,40 - 59,51.52,0.93,Negligible Change,0.93,40.62,40 - 59,40.62,0.25,Less than 5,0.25,20.23,15 - 29,20.23,0.11,Less than 1,0.11,4.24,3 - 5,4.24,23.30,20 - 34,23.30,66.39,60 - 69,66.39,58.52,50 - 64,58.52,3.18,Less than 5,3.18,23.29,20 - 29,23.29,(D),Less than 1,,66.80,65 - 74,66.80,1.80,Less than 5,1.80,22.56,10 - 24,22.56,92.06,90 - 94,92.06,5.45,5 - 9,5.45,1.25,Less than 2,1.25,65.11,65 - 74,65.11
21033,21033,475,250 - 499,475.00,-0.43,Negligible Change,-0.43,274,180 - 499,274.00,-0.11,Sparse Data,-0.11,0.03,Sparse Data,0.03,-0.70,Negligible Change,-0.70,-0.29,Sparse Data,-0.29,0.09,Sparse Data,0.09,-0.26,Sparse Data,-0.26,0.00,Sparse Data,0.00,-0.10,Sparse Data,-0.10,59.0,50 - 69,59.00,(D),Sparse Data,,4.73,1 - 4,4.73,0.05,Sparse Data,0.05,39.21,30 - 49,39.21,66.48,60 - 79,66.48,-0.18,Sparse Data,-0.18,54.14,40 - 59,54.14,8.75,5 - 19,8.75,12.62,Less than 15,12.62,0.00,Less than 1,0.00,4.22,3 - 5,4.22,45.17,35 - 49,45.17,72.44,70 - 79,72.44,67.67,65 - 74,67.67,0.93,Less than 5,0.93,52.09,40 - 59,52.09,(D),5 - 14,,78.29,75 - 89,78.29,(D),Less than 5,,16.71,10 - 24,16.71,84.84,75 - 84,84.84,7.79,5 - 9,7.79,5.47,5 - 9,5.47,71.79,65 - 74,71.79
21035,21035,710,500 - 749,710.00,-0.51,Negligible Change,-0.51,191,180 - 499,191.00,0.27,Negligible Change,0.27,-0.14,Sparse Data,-0.14,-0.85,Negligible Change,-0.85,-0.86,Negligible Change,-0.86,0.05,Sparse Data,0.05,-1.66,Sparse Data,-1.66,-1.76,Sparse Data,-1.76,-1.19,Slight Decrease,-1.19,55.0,50 - 69,55.00,-0.93,Sparse Data,-0.93,2.13,1 - 4,2.13,-1.12,Slight Decrease,-1.12,41.61,30 - 49,41.61,75.66,60 - 79,75.66,-1.20,Slight Decrease,-1.20,66.91,60 - 79,66.91,3.18,Less than 5,3.18,11.87,Less than 15,11.87,0.00,Less than 1,0.00,3.14,3 - 5,3.14,57.90,50 - 64,57.90,77.15,70 - 79,77.15,71.93,65 - 74,71.93,3.13,Less than 5,3.13,46.43,40 - 59,46.43,7.79,5 - 14,7.79,83.38,75 - 89,83.38,0.34,Less than 5,0.34,16.40,10 - 24,16.40,90.56,90 - 94,90.56,5.21,5 - 9,5.21,3.66,2 - 4,3.66,77.89,75 - 84,77.89
21037,21037,577,500 - 749,577.00,0.42,Negligible Change,0.42,80,50 - 179,80.00,0.23,Negligible Change,0.23,0.41,Negligible Change,0.41,0.01,Sparse Data,0.01,-0.29,Sparse Data,-0.29,0.29,Sparse Data,0.29,1.45,Sparse Data,1.45,0.00,Sparse Data,0.00,0.35,Sparse Data,0.35,47.6,30 - 49,47.60,-2.22,Sparse Data,-2.22,0.06,Less than 1,0.06,0.24,Sparse Data,0.24,16.39,15 - 29,16.39,34.45,20 - 39,34.45,0.37,Sparse Data,0.37,29.62,20 - 39,29.62,0.19,Less than 5,0.19,42.77,30 - 49,42.77,0.00,Less than 1,0.00,(D),Less than 1,,2.45,Less than 5,2.45,21.80,Less than 40,21.80,17.89,Less than 20,17.89,18.40,15 - 29,18.40,1.72,Less than 10,1.72,0.40,Less than 1,0.40,9.94,Less than 30,9.94,0.25,Less than 5,0.25,0.28,Less than 5,0.28,90.29,90 - 94,90.29,5.20,5 - 9,5.20,2.95,2 - 4,2.95,77.82,75 - 84,77.82
21039,21039,273,250 - 499,273.00,-0.62,Negligible Change,-0.62,322,180 - 499,322.00,0.00,Sparse Data,0.00,-0.53,Sparse Data,-0.53,-0.49,Sparse Data,-0.49,-0.07,Sparse Data,-0.07,0.08,Sparse Data,0.08,-0.68,Sparse Data,-0.68,-2.60,Sparse Data,-2.60,-0.49,Sparse Data,-0.49,72.6,70 - 89,72.60,5.09,Sparse Data,5.09,1.88,1 - 4,1.88,-0.36,Sparse Data,-0.36,60.31,50 - 74,60.31,83.08,80 or more,83.08,-0.28,Sparse Data,-0.28,77.43,60 - 79,77.43,2.43,Less than 5,2.43,7.23,Less than 15,7.23,0.00,Less than 1,0.00,2.39,1 - 2,2.39,70.44,65 or more,70.44,62.82,60 - 69,62.82,62.49,50 - 64,62.49,2.29,Less than 5,2.29,77.42,60 or more,77.42,29.48,25 or more,29.48,84.30,75 - 89,84.30,1.15,Less than 5,1.15,40.70,40 or more,40.70,90.11,90 - 94,90.11,5.13,5 - 9,5.13,3.30,2 - 4,3.30,68.13,65 - 74,68.13
21041,21041,308,250 - 499,308.00,0.32,Sparse Data,0.32,165,50 - 179,165.00,0.39,Sparse Data,0.39,0.44,Sparse Data,0.44,0.25,Sparse Data,0.25,-0.16,Sparse Data,-0.16,0.14,Sparse Data,0.14,-3.02,Sparse Data,-3.02,0.00,Sparse Data,0.00,-0.21,Sparse Data,-0.21,61.9,50 - 69,61.90,-2.57,Sparse Data,-2.57,0.06,Less than 1,0.06,-0.85,Sparse Data,-0.85,21.70,15 - 29,21.70,35.08,20 - 39,35.08,-0.65,Sparse Data,-0.65,29.51,20 - 39,29.51,0.19,Less than 5,0.19,40.06,30 - 49,40.06,0.00,Less than 1,0.00,0.00,Less than 1,0.00,8.65,5 - 19,8.65,22.36,Less than 40,22.36,19.08,Less than 20,19.08,4.03,Less than 5,4.03,(D),10 - 19,,(D),5 - 14,,33.99,30 - 49,33.99,(D),Less than 5,,(D),5 - 9,,90.58,90 - 94,90.58,5.19,5 - 9,5.19,3.57,2 - 4,3.57,68.83,65 - 74,68.83
21043,21043,718,500 - 749,718.00,-0.31,Negligible Change,-0.31,128,50 - 179,128.00,0.26,Negligible Change,0.26,-0.93,Negligible Change,-0.93,-0.09,Sparse Data,-0.09,-0.02,Sparse Data,-0.02,-0.50,Sparse Data,-0.50,-2.56,Sparse Data,-2.56,0.00,Sparse Data,0.00,-0.61,Sparse Data,-0.61,35.1,30 - 49,35.10,-0.37,Sparse Data,-0.37,0.05,Less than 1,0.05,0.13,Sparse Data,0.13,8.93,5 - 14,8.93,25.43,20 - 39,25.43,-0.05,Sparse Data,-0.05,18.00,10 - 19,18.00,(D),Less than 5,,45.69,30 - 49,45.69,(D),Less than 1,,(D),Less than 1,,1.14,Less than 5,1.14,52.76,50 - 59,52.76,31.32,20 - 34,31.32,10.88,5 - 14,10.88,0.63,Less than 10,0.63,0.03,Less than 1,0.03,7.31,Less than 30,7.31,(D),Less than 5,,0.26,Less than 5,0.26,91.78,90 - 94,91.78,5.57,5 - 9,5.57,1.95,Less than 2,1.95,68.38,65 - 74,68.38
21045,21045,1106,"1,000 or more",1106.00,-0.04,Sparse Data,-0.04,162,50 - 179,162.00,0.25,Negligible Change,0.25,0.11,Sparse Data,0.11,-0.38,Negligible Change,-0.38,-0.16,Sparse Data,-0.16,0.28,Sparse Data,0.28,0.00,Sparse Data,0.00,3.97,Sparse Data,3.97,0.00,Sparse Data,0.00,63.0,50 - 69,63.00,-0.94,Sparse Data,-0.94,0.04,Less than 1,0.04,0.31,Sparse Data,0.31,22.99,15 - 29,22.99,36.47,20 - 39,36.47,0.08,Sparse Data,0.08,28.92,20 - 39,28.92,(D),Less than 5,,32.78,30 - 49,32.78,(D),Less than 1,,0.43,Less than 1,0.43,5.96,5 - 19,5.96,67.18,60 - 69,67.18,55.56,50 - 64,55.56,7.66,5 - 14,7.66,23.39,20 - 29,23.39,5.08,5 - 14,5.08,35.18,30 - 49,35.18,(D),Less than 5,,16.22,10 - 24,16.22,94.39,90 - 94,94.39,3.80,Less than 5,3.80,1.63,Less than 2,1.63,66.27,65 - 74,66.27
21047,21047,1137,"1,000 or more",1137.00,-0.12,Sparse Data,-0.12,304,180 - 499,304.00,0.20,Negligible Change,0.20,0.16,Sparse Data,0.16,-0.45,Negligible Change,-0.45,-0.32,Negligible Change,-0.32,0.03,Sparse Data,0.03,0.13,Sparse Data,0.13,-0.39,Sparse Data,-0.39,-0.17,Sparse Data,-0.17,75.3,70 - 89,75.30,1.92,Sparse Data,1.92,1.48,1 - 4,1.48,-0.11,Sparse Data,-0.11,53.52,50 - 74,53.52,71.12,60 - 79,71.12,-0.10,Sparse Data,-0.10,62.60,60 - 79,62.60,2.36,Less than 5,2.36,10.86,Less than 15,10.86,0.00,Less than 1,0.00,5.13,3 - 5,5.13,51.53,50 - 64,51.53,70.30,70 - 79,70.30,67.54,65 - 74,67.54,3.16,Less than 5,3.16,66.27,60 or more,66.27,10.71,5 - 14,10.71,78.51,75 - 89,78.51,0.85,Less than 5,0.85,39.12,25 - 39,39.12,86.46,85 - 89,86.46,9.15,5 - 9,9.15,3.25,2 - 4,3.25,56.55,55 - 64,56.55
21049,21049,871,750 - 999,871.00,-0.05,Sparse Data,-0.05,169,50 - 179,169.00,0.05,Sparse Data,0.05,-0.14,Sparse Data,-0.14,-0.43,Negligible Change,-0.43,0.51,Negligible Change,0.51,0.48,Sparse Data,0.48,-0.86,Sparse Data,-0.86,3.09,Sparse Data,3.09,0.28,Sparse Data,0.28,91.1,90 or more,91.10,-2.56,Sparse Data,-2.56,0.05,Less than 1,0.05,1.02,Slight Increase,1.02,41.07,30 - 49,41.07,45.06,40 - 59,45.06,0.55,Sparse Data,0.55,32.58,20 - 39,32.58,0.16,Less than 5,0.16,50.41,50 - 69,50.41,0.00,Less than 1,0.00,0.15,Less than 1,0.15,7.30,5 - 19,7.30,33.68,Less than 40,33.68,29.97,20 - 34,29.97,2.84,Less than 5,2.84,17.39,10 - 19,17.39,0.33,Less than 1,0.33,25.79,Less than 30,25.79,0.49,Less than 5,0.49,0.70,Less than 5,0.70,91.62,90 - 94,91.62,4.82,Less than 5,4.82,2.76,2 - 4,2.76,78.53,75 - 84,78.53
21051,21051,233,Less than 250,233.00,-0.14,Sparse Data,-0.14,190,180 - 499,190.00,-0.15,Sparse Data,-0.15,-0.29,Sparse Data,-0.29,0.13,Sparse Data,0.13,-0.59,Sparse Data,-0.59,0.22,Sparse Data,0.22,1.45,Sparse Data,1.45,16.59,Sparse Data,16.59,0.86,Sparse Data,0.86,14.8,10 - 29,14.80,-3.17,Sparse Data,-3.17,0.08,Less than 1,0.08,-0.79,Sparse Data,-0.79,2.76,Less than 5,2.76,18.67,10 - 19,18.67,-0.09,Sparse Data,-0.09,12.00,10 - 19,12.00,0.69,Less than 5,0.69,22.24,15 - 29,22.24,0.00,Less than 1,0.00,0.00,Less than 1,0.00,0.88,Less than 5,0.88,53.86,50 - 59,53.86,31.39,20 - 34,31.39,2.89,Less than 5,2.89,8.02,Less than 10,8.02,0.00,Less than 1,0.00,17.51,Less than 30,17.51,0.30,Less than 5,0.30,3.72,Less than 5,3.72,95.28,95 or more,95.28,1.72,Less than 5,1.72,2.15,2 - 4,2.15,74.68,65 - 74,74.68
21053,21053,512,500 - 749,512.00,0.03,Sparse Data,0.03,127,50 - 179,127.00,0.31,Negligible Change,0.31,0.03,Sparse Data,0.03,-0.40,Negligible Change,-0.40,0.32,Sparse Data,0.32,-2.02,Sparse Data,-2.02,-0.99,Sparse Data,-0.99,16.59,Sparse Data,16.59,-0.55,Sparse Data,-0.55,51.6,50 - 69,51.60,-3.94,Sparse Data,-3.94,0.01,Less than 1,0.01,-0.37,Sparse Data,-0.37,18.86,15 - 29,18.86,36.54,20 - 39,36.54,-0.62,Sparse Data,-0.62,30.28,20 - 39,30.28,0.03,Less than 5,0.03,42.34,30 - 49,42.34,0.00,Less than 1,0.00,(D),Less than 1,,2.97,Less than 5,2.97,88.94,80 or more,88.94,45.01,35 - 49,45.01,12.17,5 - 14,12.17,7.35,Less than 10,7.35,0.00,Less than 1,0.00,44.24,30 - 49,44.24,(D),Less than 5,,(D),Less than 5,,90.23,90 - 94,90.23,5.47,5 - 9,5.47,3.13,2 - 4,3.13,76.56,75 - 84,76.56
21055,21055,575,500 - 749,575.00,-0.10,Sparse Data,-0.10,275,180 - 499,275.00,-0.32,Sparse Data,-0.32,-0.28,Sparse Data,-0.28,0.17,Sparse Data,0.17,-0.24,Sparse Data,-0.24,0.04,Sparse Data,0.04,0.28,Sparse Data,0.28,0.74,Sparse Data,0.74,0.24,Sparse Data,0.24,68.6,50 - 69,68.60,(D),Sparse Data,,(D),1 - 4,,-0.19,Sparse Data,-0.19,34.39,30 - 49,34.39,50.16,40 - 59,50.16,-0.02,Sparse Data,-0.02,39.28,20 - 39,39.28,(D),Less than 5,,18.64,15 - 29,18.64,(D),Less than 1,,6.60,6 - 8,6.60,24.66,20 - 34,24.66,49.34,40 - 49,49.34,44.06,35 - 49,44.06,3.38,Less than 5,3.38,29.47,20 - 29,29.47,1.46,1 - 4,1.46,61.45,50 - 64,61.45,0.12,Less than 5,0.12,19.51,10 - 24,19.51,89.74,85 - 89,89.74,7.48,5 - 9,7.48,1.74,Less than 2,1.74,51.48,Less than 55,51.48
21057,21057,395,250 - 499,395.00,0.20,Sparse Data,0.20,206,180 - 499,206.00,0.05,Sparse Data,0.05,-0.30,Sparse Data,-0.30,0.02,Sparse Data,0.02,0.49,Sparse Data,0.49,0.37,Sparse Data,0.37,0.84,Sparse Data,0.84,-2.38,Sparse Data,-2.38,0.82,Sparse Data,0.82,41.8,30 - 49,41.80,(D),Sparse Data,,0.01,Less than 1,0.01,0.92,Sparse Data,0.92,11.55,5 - 14,11.55,27.67,20 - 39,27.67,0.92,Sparse Data,0.92,21.90,20 - 39,21.90,0.03,Less than 5,0.03,30.43,30 - 49,30.43,0.00,Less than 1,0.00,(D),Less than 1,,6.07,5 - 19,6.07,62.65,60 - 69,62.65,45.25,35 - 49,45.25,6.70,5 - 14,6.70,17.65,10 - 19,17.65,(D),5 - 14,,42.42,30 - 49,42.42,(D),Less than 5,,7.16,5 - 9,7.16,92.91,90 - 94,92.91,5.06,5 - 9,5.06,1.77,Less than 2,1.77,66.58,65 - 74,66.58
21059,21059,919,750 - 999,919.00,0.29,Negligible Change,0.29,259,180 - 499,259.00,0.09,Negligible Change,0.09,0.40,Negligible Change,0.40,-0.07,Sparse Data,-0.07,-0.10,Sparse Data,-0.10,-0.17,Sparse Data,-0.17,-0.04,Sparse Data,-0.04,0.98,Sparse Data,0.98,0.01,Sparse Data,0.01,81.1,70 - 89,81.10,0.50,Sparse Data,0.50,4.58,1 - 4,4.58,0.01,Sparse Data,0.01,65.04,50 - 74,65.04,80.18,80 or more,80.18,-0.01,Sparse Data,-0.01,76.95,60 - 79,76.95,(D),5 - 19,,8.14,Less than 15,8.14,(D),Less than 1,,0.53,Less than 1,0.53,62.02,50 - 64,62.02,75.67,70 - 79,75.67,73.03,65 - 74,73.03,8.10,5 - 14,8.10,68.23,60 or more,68.23,9.56,5 - 14,9.56,84.49,75 - 89,84.49,(D),Less than 5,,38.76,25 - 39,38.76,88.90,85 - 89,88.90,6.53,5 - 9,6.53,3.37,2 - 4,3.37,71.71,65 - 74,71.71
21061,21061,578,500 - 749,578.00,-0.34,Negligible Change,-0.34,141,50 - 179,141.00,0.26,Negligible Change,0.26,-0.16,Sparse Data,-0.16,-0.46,Negligible Change,-0.46,-0.30,Sparse Data,-0.30,-0.39,Sparse Data,-0.39,-5.58,Sparse Data,-5.58,16.59,Sparse Data,16.59,-0.17,Sparse Data,-0.17,42.1,30 - 49,42.10,-2.87,Sparse Data,-2.87,0.01,Less than 1,0.01,0.35,Sparse Data,0.35,19.65,15 - 29,19.65,46.69,40 - 59,46.69,0.79,Sparse Data,0.79,35.21,20 - 39,35.21,0.02,Less than 5,0.02,29.58,15 - 29,29.58,0.00,Less than 1,0.00,6.35,6 - 8,6.35,11.00,5 - 19,11.00,64.09,60 - 69,64.09,48.51,35 - 49,48.51,6.20,5 - 14,6.20,10.28,10 - 19,10.28,(D),1 - 4,,42.43,30 - 49,42.43,(D),Less than 5,,2.95,Less than 5,2.95,91.70,90 - 94,91.70,3.81,Less than 5,3.81,3.98,2 - 4,3.98,74.74,65 - 74,74.74
21063,21063,363,250 - 499,363.00,-0.23,Sparse Data,-0.23,151,50 - 179,151.00,0.00,Sparse Data,0.00,-0.32,Sparse Data,-0.32,-0.13,Sparse Data,-0.13,-0.04,Sparse Data,-0.04,-0.46,Sparse Data,-0.46,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,-0.10,Sparse Data,-0.10,36.7,30 - 49,36.70,-3.86,Sparse Data,-3.86,0.01,Less than 1,0.01,0.44,Sparse Data,0.44,10.08,5 - 14,10.08,27.50,20 - 39,27.50,0.08,Sparse Data,0.08,16.57,10 - 19,16.57,0.03,Less than 5,0.03,49.53,30 - 49,49.53,0.00,Less than 1,0.00,0.13,Less than 1,0.13,(D),Less than 5,,46.40,40 - 49,46.40,29.07,20 - 34,29.07,12.78,5 - 14,12.78,0.48,Less than 10,0.48,0.00,Less than 1,0.00,5.57,Less than 30,5.57,0.00,Less than 5,0.00,(D),Less than 5,,96.14,95 or more,96.14,1.93,Less than 5,1.93,1.10,Less than 2,1.10,79.34,75 - 84,79.34
21065,21065,367,250 - 499,367.00,-0.12,Sparse Data,-0.12,145,50 - 179,145.00,0.25,Sparse Data,0.25,-0.02,Sparse Data,-0.02,-0.35,Sparse Data,-0.35,-0.12,Sparse Data,-0.12,0.00,Sparse Data,0.00,0.57,Sparse Data,0.57,0.00,Sparse Data,0.00,0.06,Sparse Data,0.06,32.8,30 - 49,32.80,9.06,Sparse Data,9.06,0.09,Less than 1,0.09,0.06,Sparse Data,0.06,8.80,5 - 14,8.80,26.83,20 - 39,26.83,0.01,Sparse Data,0.01,20.83,20 - 39,20.83,(D),Less than 5,,40.89,30 - 49,40.89,(D),Less than 1,,(D),Less than 1,,(D),Less than 5,,41.22,40 - 49,41.22,21.67,20 - 34,21.67,3.02,Less than 5,3.02,3.32,Less than 10,3.32,(D),1 - 4,,14.75,Less than 30,14.75,(D),Less than 5,,(D),Less than 5,,94.82,90 - 94,94.82,4.36,Less than 5,4.36,0.27,Less than 2,0.27,75.48,75 - 84,75.48
21067,21067,622,500 - 749,622.00,-0.50,Negligible Change,-0.50,184,180 - 499,184.00,-0.22,Negligible Change,-0.22,0.05,Sparse Data,0.05,-1.35,Slight Decrease,-1.35,-0.02,Sparse Data,-0.02,-0.14,Sparse Data,-0.14,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,-0.01,Sparse Data,-0.01,63.1,50 - 69,63.10,-2.93,Sparse Data,-2.93,0.26,Less than 1,0.26,-0.79,Sparse Data,-0.79,18.56,15 - 29,18.56,29.39,20 - 39,29.39,-0.32,Sparse Data,-0.32,22.43,20 - 39,22.43,(D),Less than 5,,58.49,50 - 69,58.49,(D),Less than 1,,0.08,Less than 1,0.08,6.11,5 - 19,6.11,98.70,80 or more,98.70,36.34,35 - 49,36.34,16.45,15 - 29,16.45,14.35,10 - 19,14.35,2.77,1 - 4,2.77,70.27,65 - 74,70.27,0.85,Less than 5,0.85,4.74,Less than 5,4.74,66.72,Less than 75,66.72,13.67,10 - 14,13.67,16.40,15 - 19,16.40,90.03,85 or more,90.03
21069,21069,1013,"1,000 or more",1013.00,-0.24,Negligible Change,-0.24,169,50 - 179,169.00,0.12,Negligible Change,0.12,0.14,Sparse Data,0.14,-0.43,Negligible Change,-0.43,-0.41,Negligible Change,-0.41,0.12,Sparse Data,0.12,-0.26,Sparse Data,-0.26,5.54,Sparse Data,5.54,-0.28,Sparse Data,-0.28,76.9,70 - 89,76.90,(D),Sparse Data,,(D),Less than 1,,0.22,Sparse Data,0.22,34.65,30 - 49,34.65,45.08,40 - 59,45.08,0.25,Sparse Data,0.25,38.34,20 - 39,38.34,(D),Less than 5,,39.71,30 - 49,39.71,0.00,Less than 1,0.00,0.29,Less than 1,0.29,11.71,5 - 19,11.71,56.92,50 - 59,56.92,51.00,50 - 64,51.00,14.11,5 - 14,14.11,10.62,10 - 19,10.62,0.16,Less than 1,0.16,36.41,30 - 49,36.41,1.01,Less than 5,1.01,6.97,5 - 9,6.97,94.08,90 - 94,94.08,4.24,Less than 5,4.24,0.79,Less than 2,0.79,68.41,65 - 74,68.41
21071,21071,136,Less than 250,136.00,1.20,Sparse Data,1.20,67,50 - 179,67.00,0.22,Sparse Data,0.22,0.84,Sparse Data,0.84,1.27,Sparse Data,1.27,-1.27,Sparse Data,-1.27,-0.69,Sparse Data,-0.69,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,0.44,Sparse Data,0.44,3.6,Less than 10,3.60,(D),Sparse Data,,(D),Less than 1,,1.86,Sparse Data,1.86,0.82,Less than 5,0.82,22.46,20 - 39,22.46,1.66,Sparse Data,1.66,12.00,10 - 19,12.00,(D),Less than 5,,44.33,30 - 49,44.33,0.00,Less than 1,0.00,0.00,Less than 1,0.00,0.00,Less than 5,0.00,46.27,40 - 49,46.27,34.22,20 - 34,34.22,3.85,Less than 5,3.85,12.96,10 - 19,12.96,0.00,Less than 1,0.00,26.21,Less than 30,26.21,0.00,Less than 5,0.00,0.34,Less than 5,0.34,92.65,90 - 94,92.65,6.62,5 - 9,6.62,0.00,Less than 2,0.00,88.24,85 or more,88.24
21073,21073,599,500 - 749,599.00,0.11,Sparse Data,0.11,124,50 - 179,124.00,0.32,Negligible Change,0.32,-0.08,Sparse Data,-0.08,-0.32,Negligible Change,-0.32,0.44,Sparse Data,0.44,-0.80,Sparse Data,-0.80,-5.58,Sparse Data,-5.58,0.00,Sparse Data,0.00,-0.22,Sparse Data,-0.22,56.1,50 - 69,56.10,-2.22,Sparse Data,-2.22,0.21,Less than 1,0.21,-0.10,Sparse Data,-0.10,22.07,15 - 29,22.07,39.36,20 - 39,39.36,-0.91,Sparse Data,-0.91,26.53,20 - 39,26.53,(D),Less than 5,,42.33,30 - 49,42.33,(D),Less than 1,,(D),Less than 1,,2.97,Less than 5,2.97,33.27,Less than 40,33.27,25.70,20 - 34,25.70,2.95,Less than 5,2.95,1.72,Less than 10,1.72,0.20,Less than 1,0.20,15.44,Less than 30,15.44,1.05,Less than 5,1.05,1.66,Less than 5,1.66,85.81,85 - 89,85.81,7.35,5 - 9,7.35,5.34,5 - 9,5.34,77.63,75 - 84,77.63
